No.,cpuname,Description:,Socket:,Clockspeed:,Turbo Speed:,Cores:,Threads:,Typical TDP:,Cache Size:,Memory Support:,Other names:,CPU First Seen on Charts:,CPUmark/$Price:,Overall Rank:,Last Price Change:,PassMark CPU Rating:,Single Thread Rating:,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread,single_thread,multi_thread,FLOPS,Class:,TDP Down:,TDP Up,Total Cores:,Primary Cores:,Secondary Cores:,Performance Cores:,Efficient Cores:
1776,Intel Xeon E5-2650L @ 1.80GHz,"Intel(R) Xeon(R) CPU E5-2650L 0 @ 1.80GHz, Intel Xeon CPU E5-2650L 0 @ 1.80GHz",LGA 2011,1.8 GHz,2.3 GHz,8,16,70 W,"L1: 512 KB, L2: 2.0 MB,","Max. Memory Size: 384 GB (DDR3 800/1066/1333/1600, ECC Supported)","Intel(R) Xeon(R) CPU E5-2650L 0 @ 1.80GHz, Intel Xeon CPU E5-2650L 0 @ 1.80GHz",Q1 2012,207.06,1431,From submitted results to PerformanceTest V10 as of 31st of October 2023.,6005,1063,"24,596 MOps/Sec","9,114 MOps/Sec",29 Million Primes/Sec,"15,645 Thousand Strings/Sec","1,954 MBytes/Sec","105,322 KBytes/Sec",403 Frames/Sec,"4,611 Million Matrices/Sec","1,063 MOps/Sec",1063.0,4611.0,9114.0,Server,,,,,,,
1793,Intel Core i3-3240T @ 2.90GHz,"Intel(R) Core(TM) i3-3240T CPU @ 2.90GHz, Intel Core i3-3240T CPU @ 2.90GHz",LGA1155,2.9 GHz,,2,4,35 W,"L1: 256 KB, L2: 1.0 MB,",,"Intel(R) Core(TM) i3-3240T CPU @ 2.90GHz, Intel Core i3-3240T CPU @ 2.90GHz",Q1 2012,NA,2632,NA,2044,1555,"8,938 MOps/Sec","4,468 MOps/Sec",12 Million Primes/Sec,"5,728 Thousand Strings/Sec",358.7 MBytes/Sec,"41,730 KBytes/Sec",225 Frames/Sec,"1,765 Million Matrices/Sec","1,555 MOps/Sec",1555.0,1765.0,4468.0,Desktop,,,,,,,
1781,AMD FX-6300 Six-Core,AMD FX(tm)-6300 Six-Core Processor,AM3+,3.5 GHz,4.1 GHz,6 (in 3 physical modules),,95 W,"L1: 480 KB, L2: 12.0 MB, L3: 8 MB",,AMD FX(tm)-6300 Six-Core Processor,Q4 2012,85.85,1772,From submitted results to PerformanceTest V10 as of 31st of October 2023.,4196,1489,"27,862 MOps/Sec","7,494 MOps/Sec",24 Million Primes/Sec,"8,864 Thousand Strings/Sec","1,248 MBytes/Sec","69,726 KBytes/Sec",407 Frames/Sec,"1,725 Million Matrices/Sec","1,489 MOps/Sec",1489.0,1725.0,7494.0,Desktop,,,,,,,
1811,Intel Core i5-3335S @ 2.70GHz,Intel(R) Core(TM) i5-3335S CPU @ 2.70GHz,LGA1155,2.7 GHz,3.2 GHz,4,4,65 W,"L1: 256 KB, L2: 1.0 MB, L3: 6 MB",,Intel(R) Core(TM) i5-3335S CPU @ 2.70GHz,Q3 2012,NA,1805,NA,4074,1814,"13,292 MOps/Sec","9,203 MOps/Sec",29 Million Primes/Sec,"7,848 Thousand Strings/Sec","1,050 MBytes/Sec","69,754 KBytes/Sec",468 Frames/Sec,"3,033 Million Matrices/Sec","1,814 MOps/Sec",1814.0,3033.0,9203.0,Desktop,,,,,,,
1804,Intel Celeron G465 @ 1.90GHz,Intel(R) Celeron(R) CPU G465 @ 1.90GHz,LGA1155,1.9 GHz,,1,2,35 W,"L1: 256 KB, L2: 1.0 MB,",,Intel(R) Celeron(R) CPU G465 @ 1.90GHz,Q1 2012,14.81,3919,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",547,819,"2,484 MOps/Sec",996 MOps/Sec,4 Million Primes/Sec,"1,705 Thousand Strings/Sec",99.9 MBytes/Sec,"12,190 KBytes/Sec",96 Frames/Sec,312 Million Matrices/Sec,819 MOps/Sec,819.0,312.0,996.0,Desktop,,,,,,,
1810,AMD A4-5300B APU,AMD A4-5300B APU with Radeon(tm) HD Graphics,FM2,3.4 GHz,3.7 GHz,2 (in 2 physical modules),,65 W,"L1: 160 KB, L2: 2.0 MB,",,AMD A4-5300B APU with Radeon(tm) HD Graphics,Q4 2012,47.89,3173,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1243,1243,"7,849 MOps/Sec","2,297 MOps/Sec",5 Million Primes/Sec,"2,742 Thousand Strings/Sec",377.9 MBytes/Sec,"21,241 KBytes/Sec",125 Frames/Sec,500 Million Matrices/Sec,"1,243 MOps/Sec",1243.0,500.0,2297.0,Desktop,,,,,,,
1668,Intel Core2 Duo E6700 @ 2.66GHz,"Intel(R) Core(TM)2 CPU 6700 @ 2.66GHz, Intel(R) Core(TM)2 CPU E6700 @ 2.66GHz",LGA775,2.7 GHz,,2,2,65 W,"L1: 128 KB, L2: 4.0 MB, L3: 0 MB",,"Intel(R) Core(TM)2 CPU 6700 @ 2.66GHz, Intel(R) Core(TM)2 CPU E6700 @ 2.66GHz",Q1 2010,33.02,3429,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",990,1023,"3,989 MOps/Sec","2,169 MOps/Sec",6 Million Primes/Sec,"2,999 Thousand Strings/Sec",264.9 MBytes/Sec,"21,992 KBytes/Sec",114 Frames/Sec,365 Million Matrices/Sec,"1,023 MOps/Sec",1023.0,365.0,2169.0,Desktop,,,,,,,
1819,Intel Celeron G1610 @ 2.60GHz,"Intel(R) Celeron(R) CPU G1610 @ 2.60GHz, Intel Celeron CPU G1610 @ 2.60GHz",FCLGA1155,2.6 GHz,,2,2,55 W,"L1: 256 KB, L2: 1.0 MB, L3: 2 MB",,"Intel(R) Celeron(R) CPU G1610 @ 2.60GHz, Intel Celeron CPU G1610 @ 2.60GHz",Q4 2012,41.25,2968,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1526,1388,"5,410 MOps/Sec","3,986 MOps/Sec",10 Million Primes/Sec,"3,441 Thousand Strings/Sec",318.3 MBytes/Sec,"26,907 KBytes/Sec",171 Frames/Sec,996 Million Matrices/Sec,"1,388 MOps/Sec",1388.0,996.0,3986.0,Desktop,,,,,,,
1779,Intel Xeon E3-1280 V2 @ 3.60GHz,Intel(R) Xeon(R) CPU E3-1280 V2 @ 3.60GHz,LGA1155,3.6 GHz,4.0 GHz,4,8,69 W,"L1: 256 KB, L2: 1.0 MB, L3: 8 MB","Max. Memory Size: 77 GB (DDR3 1333/1600, ECC Supported)",Intel(R) Xeon(R) CPU E3-1280 V2 @ 3.60GHz,Q2 2012,17.08,1318,From submitted results to PerformanceTest V10 as of 31st of October 2023.,6545,2167,"23,662 MOps/Sec","11,855 MOps/Sec",30 Million Primes/Sec,"14,660 Thousand Strings/Sec","1,895 MBytes/Sec","108,758 KBytes/Sec",471 Frames/Sec,"4,572 Million Matrices/Sec","2,167 MOps/Sec",2167.0,4572.0,11855.0,Server,,,,,,,
1825,AMD FX-8300 Eight-Core,AMD FX(tm)-8300 Eight-Core Processor,AM3+,3.3 GHz,4.2 GHz,8 (in 4 physical modules),,95 W,"L1: 640 KB, L2: 16.0 MB, L3: 8 MB",,AMD FX(tm)-8300 Eight-Core Processor,Q1 2013,88.34,1561,From submitted results to PerformanceTest V10 as of 31st of October 2023.,5299,1488,"36,000 MOps/Sec","9,611 MOps/Sec",27 Million Primes/Sec,"11,429 Thousand Strings/Sec","1,617 MBytes/Sec","90,500 KBytes/Sec",461 Frames/Sec,"2,232 Million Matrices/Sec","1,488 MOps/Sec",1488.0,2232.0,9611.0,Desktop,,,,,,,
1792,Intel Core i7-3610QE @ 2.30GHz,"Intel(R) Core(TM) i7-3610QE CPU @ 2.30GHz, Intel Core i7-3610QE CPU @ 2.30GHz",rPGA988B,2.3 GHz,3.3 GHz,4,8,45 W,"L1: 256 KB, L2: 1.0 MB, L3: 6 MB",,"Intel(R) Core(TM) i7-3610QE CPU @ 2.30GHz, Intel Core i7-3610QE CPU @ 2.30GHz",Q2 2012,NA,1610,NA,5026,1582,"18,167 MOps/Sec","9,025 MOps/Sec",22 Million Primes/Sec,"11,201 Thousand Strings/Sec","1,535 MBytes/Sec","82,704 KBytes/Sec",391 Frames/Sec,"3,446 Million Matrices/Sec","1,582 MOps/Sec",1582.0,3446.0,9025.0,Laptop,,,,,,,
1821,Intel Core i3-2365M @ 1.40GHz,Intel(R) Core(TM) i3-2365M CPU @ 1.40GHz,BGA1023,1.4 GHz,,2,4,17 W,"L1: 256 KB, L2: 1.0 MB,",,Intel(R) Core(TM) i3-2365M CPU @ 1.40GHz,Q1 2012,NA,3588,NA,825,621,"3,970 MOps/Sec","1,526 MOps/Sec",7 Million Primes/Sec,"2,557 Thousand Strings/Sec",136.7 MBytes/Sec,"17,120 KBytes/Sec",138 Frames/Sec,754 Million Matrices/Sec,621 MOps/Sec,621.0,754.0,1526.0,Laptop,,,,,,,
1789,AMD Athlon X4 740 Quad Core,AMD Athlon(tm) X4 740 Quad Core Processor,FM2,3.2 GHz,3.7 GHz,4 (in 2 physical modules),,65 W,"L1: 320 KB, L2: 8.0 MB,",,AMD Athlon(tm) X4 740 Quad Core Processor,Q4 2012,266.20,2300,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2662,1361,"17,936 MOps/Sec","4,751 MOps/Sec",11 Million Primes/Sec,"5,454 Thousand Strings/Sec",809.9 MBytes/Sec,"44,482 KBytes/Sec",244 Frames/Sec,"1,108 Million Matrices/Sec","1,361 MOps/Sec",1361.0,1108.0,4751.0,Desktop,,,,,,,
1709,Intel Xeon X5470 @ 3.33GHz,"Intel(R) Xeon(R) CPU X5470 @ 3.33GHz, Intel(R) Xeon(R) CPU           X5470  @ 3.33GHz, Intel Xeon CPU           X5470  @ 3.33GHz",LGA771,3.3 GHz,,4,4,120 W,"L1: 256 KB, L2: 12.0 MB, L3: 0 MB",,"Intel(R) Xeon(R) CPU X5470 @ 3.33GHz, Intel(R) Xeon(R) CPU           X5470  @ 3.33GHz, Intel Xeon CPU           X5470  @ 3.33GHz",Q1 2009,16.11,2211,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2898,1401,"13,439 MOps/Sec","7,527 MOps/Sec",25 Million Primes/Sec,"7,854 Thousand Strings/Sec",736.9 MBytes/Sec,"61,049 KBytes/Sec",275 Frames/Sec,"1,066 Million Matrices/Sec","1,401 MOps/Sec",1401.0,1066.0,7527.0,Server,,,,,,,
1813,AMD A4-4300M APU,AMD A4-4300M APU with Radeon(tm) HD Graphics,FS1,2.5 GHz,3.0 GHz,2 (in 1 physical modules),,35 W,"L1: 160 KB, L2: 2.0 MB,",,AMD A4-4300M APU with Radeon(tm) HD Graphics,Q2 2012,33.48,3419,"2Single thread rating may be higher than the overall rating, thread performance is just one component of the CPU Mark.",1000,1032,"6,362 MOps/Sec","1,813 MOps/Sec",4 Million Primes/Sec,"2,050 Thousand Strings/Sec",291.9 MBytes/Sec,"15,954 KBytes/Sec",110 Frames/Sec,398 Million Matrices/Sec,"1,032 MOps/Sec",1032.0,398.0,1813.0,Laptop,,,,,,,
1774,Intel Xeon E3-1290 V2 @ 3.70GHz,Intel(R) Xeon(R) CPU E3-1290 V2 @ 3.70GHz,LGA1155,3.7 GHz,4.1 GHz,4,8,87 W,"L1: 256 KB, L2: 1.0 MB, L3: 8 MB","Max. Memory Size: 77 GB (DDR3 1333/1600, ECC Supported)",Intel(R) Xeon(R) CPU E3-1290 V2 @ 3.70GHz,Q2 2012,7.38,1320,From submitted results to PerformanceTest V10 as of 31st of October 2023.,6529,2120,"23,601 MOps/Sec","11,904 MOps/Sec",30 Million Primes/Sec,"14,688 Thousand Strings/Sec","1,898 MBytes/Sec","106,880 KBytes/Sec",477 Frames/Sec,"4,543 Million Matrices/Sec","2,120 MOps/Sec",2120.0,4543.0,11904.0,Server,,,,,,,
1658,Intel Core i3-2312M @ 2.10GHz,Intel(R) Core(TM) i3-2312M CPU @ 2.10GHz,PGA988B,2.1 GHz,,2,4,35 W,"L1: 256 KB, L2: 1.0 MB, L3: 3 MB",,Intel(R) Core(TM) i3-2312M CPU @ 2.10GHz,Q3 2012,NA,3291,NA,1120,894,"4,063 MOps/Sec","2,357 MOps/Sec",7 Million Primes/Sec,"3,130 Thousand Strings/Sec",206.9 MBytes/Sec,"23,072 KBytes/Sec",182 Frames/Sec,701 Million Matrices/Sec,894 MOps/Sec,894.0,701.0,2357.0,Laptop,,,,,,,
1801,AMD Athlon X4 750K Quad Core,AMD Athlon(tm) X4 750K Quad Core Processor,FM2,3.4 GHz,4.0 GHz,4 (in 2 physical modules),,100 W,"L1: 320 KB, L2: 8.0 MB,",,AMD Athlon(tm) X4 750K Quad Core Processor,Q4 2012,14.88,2230,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2834,1459,"19,018 MOps/Sec","4,984 MOps/Sec",11 Million Primes/Sec,"6,095 Thousand Strings/Sec",864.0 MBytes/Sec,"47,753 KBytes/Sec",249 Frames/Sec,"1,179 Million Matrices/Sec","1,459 MOps/Sec",1459.0,1179.0,4984.0,AMD Athlon(tm) X4 750K Quad Core Processor,,,,,,,
1788,Intel Xeon E5-2430 @ 2.20GHz,"Intel(R) Xeon(R) CPU E5-2430 0 @ 2.20GHz, Intel Xeon CPU E5-2430 0 @ 2.20GHz",LGA 1356,2.2 GHz,2.7 GHz,6,12,95 W,"L1: 512 KB, L2: 2.0 MB,","Max. Memory Size: 384 GB (DDR3 800/1066/1333, ECC Supported)","Intel(R) Xeon(R) CPU E5-2430 0 @ 2.20GHz, Intel Xeon CPU E5-2430 0 @ 2.20GHz",Q1 2012,142.06,1508,From submitted results to PerformanceTest V10 as of 31st of October 2023.,5541,1181,"22,746 MOps/Sec","8,476 MOps/Sec",28 Million Primes/Sec,"14,191 Thousand Strings/Sec","1,625 MBytes/Sec","98,855 KBytes/Sec",374 Frames/Sec,"4,359 Million Matrices/Sec","1,181 MOps/Sec",1181.0,4359.0,8476.0,Server,,,,,,,
1798,Intel Pentium 997 @ 1.60GHz,Intel(R) Pentium(R) CPU 997 @ 1.60GHz,BGA-1023,1.6 GHz,,2,2,17 W,"L1: 256 KB, L2: 1.0 MB,",,Intel(R) Pentium(R) CPU 997 @ 1.60GHz,Q4 2012,NA,3603,NA,809,746,"3,389 MOps/Sec","1,723 MOps/Sec",7 Million Primes/Sec,"2,071 Thousand Strings/Sec",166.9 MBytes/Sec,"15,897 KBytes/Sec",126 Frames/Sec,481 Million Matrices/Sec,746 MOps/Sec,746.0,481.0,1723.0,Intel(R) Pentium(R) CPU 997 @ 1.60GHz,,,,,,,
1638,Intel Celeron E1600 @ 2.40GHz,"Intel(R) Celeron(R) CPU E1600 @ 2.40GHz, Genuine Intel(R) CPU E1600 @ 2.40GHz",LGA775,2.4 GHz,,2,2,65 W,"L1: 128 KB, L2: 0.5 MB, L3: 0 MB",,"Intel(R) Celeron(R) CPU E1600 @ 2.40GHz, Genuine Intel(R) CPU E1600 @ 2.40GHz",Q4 2009,NA,3570,NA,840,916,"4,258 MOps/Sec","2,054 MOps/Sec",3 Million Primes/Sec,"2,884 Thousand Strings/Sec",279.5 MBytes/Sec,"17,463 KBytes/Sec",79 Frames/Sec,381 Million Matrices/Sec,916 MOps/Sec,916.0,381.0,2054.0,Desktop,,,,,,,
1784,Intel Core i7-3635QM @ 2.40GHz,Intel HD Graphics 4000,"Intel(R) Core(TM) i7-3635QM CPU @ 2.40GHz, Intel Core i7-3635QM CPU @ 2.40GHz",2.4 GHz,3.4 GHz,4,8,45 W,"L1: 256 KB, L2: 1.0 MB, L3: 6 MB",,"Intel(R) Core(TM) i7-3635QM CPU @ 2.40GHz, Intel Core i7-3635QM CPU @ 2.40GHz",Q1 2012,NA,1654,NA,4726,1687,"18,103 MOps/Sec","9,320 MOps/Sec",24 Million Primes/Sec,"10,595 Thousand Strings/Sec","1,311 MBytes/Sec","83,552 KBytes/Sec",421 Frames/Sec,"3,174 Million Matrices/Sec","1,687 MOps/Sec",1687.0,3174.0,9320.0,Laptop,,,,,,,
1820,AMD A4-4355M APU,AMD A4-4355M APU with Radeon(tm) HD Graphics,FP2,1.9 GHz,2.4 GHz,2 (in 2 physical modules),,17 W,"L1: 160 KB, L2: 2.0 MB,",,AMD A4-4355M APU with Radeon(tm) HD Graphics,Q4 2012,NA,3608,NA,806,813,"5,196 MOps/Sec","1,461 MOps/Sec",4 Million Primes/Sec,"1,697 Thousand Strings/Sec",235.6 MBytes/Sec,"12,888 KBytes/Sec",89 Frames/Sec,317 Million Matrices/Sec,813 MOps/Sec,813.0,317.0,1461.0,Laptop,,,,,,,
1799,Intel Core i7-3970X @ 3.50GHz,Intel(R) Core(TM) i7-3970X CPU @ 3.50GHz,LGA2011,3.5 GHz,4.0 GHz,6,12,150 W,"L1: 512 KB, L2: 2.0 MB,",,Intel(R) Core(TM) i7-3970X CPU @ 3.50GHz,Q1 2012,44.28,1072,From submitted results to PerformanceTest V10 as of 31st of October 2023.,8408,1839,"31,860 MOps/Sec","12,734 MOps/Sec",39 Million Primes/Sec,"21,435 Thousand Strings/Sec","2,678 MBytes/Sec","147,053 KBytes/Sec",701 Frames/Sec,"5,948 Million Matrices/Sec","1,839 MOps/Sec",1839.0,5948.0,12734.0,Desktop,,,,,,,
1782,AMD FX-8320 Eight-Core,AMD FX(tm)-8320 Eight-Core Processor,AM3+,3.5 GHz,4.0 GHz,8 (in 4 physical modules),,125 W,"L1: 640 KB, L2: 16.0 MB, L3: 8 MB",,AMD FX(tm)-8320 Eight-Core Processor,Q4 2012,112.27,1531,From submitted results to PerformanceTest V10 as of 31st of October 2023.,5436,1471,"37,349 MOps/Sec","9,925 MOps/Sec",28 Million Primes/Sec,"11,777 Thousand Strings/Sec","1,650 MBytes/Sec","93,238 KBytes/Sec",469 Frames/Sec,"2,304 Million Matrices/Sec","1,471 MOps/Sec",1471.0,2304.0,9925.0,Desktop,,,,,,,
1771,Intel Xeon E5-2603 @ 1.80GHz,Intel(R) Xeon(R) CPU E5-2603 0 @ 1.80GHz,LGA 2011,1.8 GHz,,4,4,80 W,"L1: 512 KB, L2: 2.0 MB,","Max. Memory Size: 384 GB (DDR3 800/1066, ECC Supported)",Intel(R) Xeon(R) CPU E5-2603 0 @ 1.80GHz,Q1 2012,81.46,2447,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2362,868,"6,484 MOps/Sec","3,696 MOps/Sec",18 Million Primes/Sec,"4,758 Thousand Strings/Sec",527.6 MBytes/Sec,"34,793 KBytes/Sec",252 Frames/Sec,"1,680 Million Matrices/Sec",868 MOps/Sec,868.0,1680.0,3696.0,Server,,,,,,,
1814,AMD FX-4300 Quad-Core,AMD FX(tm)-4300 Quad-Core Processor,AM3+,3.8 GHz,4.0 GHz,4 (in 2 physical modules),,95 W,"L1: 320 KB, L2: 8.0 MB, L3: 4 MB",,AMD FX(tm)-4300 Quad-Core Processor,Q4 2012,182.44,2176,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2977,1483,"19,563 MOps/Sec","5,208 MOps/Sec",15 Million Primes/Sec,"6,261 Thousand Strings/Sec",884.7 MBytes/Sec,"49,416 KBytes/Sec",282 Frames/Sec,"1,224 Million Matrices/Sec","1,483 MOps/Sec",1483.0,1224.0,5208.0,Desktop,,,,,,,
1827,Intel Xeon E5-2403 @ 1.80GHz,"Intel(R) Xeon(R) CPU E5-2403 0 @ 1.80GHz, Intel Xeon CPU E5-2403 0 @ 1.80GHz",LGA 1356,1.8 GHz,,4,4,80 W,"L1: 512 KB, L2: 2.0 MB,","Max. Memory Size: 384 GB (DDR3 800/1066, ECC Supported)","Intel(R) Xeon(R) CPU E5-2403 0 @ 1.80GHz, Intel Xeon CPU E5-2403 0 @ 1.80GHz",Q1 2012,8.74,2460,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2346,789,"7,898 MOps/Sec","4,009 MOps/Sec",20 Million Primes/Sec,"5,167 Thousand Strings/Sec",578.1 MBytes/Sec,"36,613 KBytes/Sec",281 Frames/Sec,"1,822 Million Matrices/Sec",789 MOps/Sec,789.0,1822.0,4009.0,Server,,,,,,,
1796,Intel Pentium B980 @ 2.40GHz,Intel(R) Pentium(R) CPU B980 @ 2.40GHz,FCPGA988,2.4 GHz,,2,2,35 W,"L1: 256 KB, L2: 1.0 MB, L3: 2 MB",,Intel(R) Pentium(R) CPU B980 @ 2.40GHz,Q4 2012,29.81,3344,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1068,1032,"4,538 MOps/Sec","2,364 MOps/Sec",8 Million Primes/Sec,"2,909 Thousand Strings/Sec",209.3 MBytes/Sec,"21,014 KBytes/Sec",142 Frames/Sec,644 Million Matrices/Sec,"1,032 MOps/Sec",1032.0,644.0,2364.0,Laptop,,,,,,,
1797,Intel Pentium G645 @ 2.90GHz,"Intel(R) Pentium(R) CPU G645 @ 2.90GHz, Intel Pentium CPU G645 @ 2.90GHz",LGA1155,2.9 GHz,,2,2,65 W,"L1: 256 KB, L2: 1.0 MB,",,"Intel(R) Pentium(R) CPU G645 @ 2.90GHz, Intel Pentium CPU G645 @ 2.90GHz",Q1 2012,16.54,3078,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1373,1320,"5,784 MOps/Sec","3,004 MOps/Sec",11 Million Primes/Sec,"3,750 Thousand Strings/Sec",268.6 MBytes/Sec,"27,047 KBytes/Sec",172 Frames/Sec,839 Million Matrices/Sec,"1,320 MOps/Sec",1320.0,839.0,3004.0,Desktop,,,,,,,
1835,VIA Eden X2 U4200 @ 1.0+ GHz,VIA Eden X2 U4200 @ 1.0+ GHz,VIA Eden X2 U4200 @ 1.0+ GHz,1.0 GHz,,2,2,,"L1: 128 KB, L2: 1.0 MB,",,VIA Eden X2 U4200 @ 1.0+ GHz,Q1 2013,NA,4154,NA,327,293,915 MOps/Sec,571 MOps/Sec,2 Million Primes/Sec,781 Thousand Strings/Sec,80.4 MBytes/Sec,"7,181 KBytes/Sec",40 Frames/Sec,253 Million Matrices/Sec,293 MOps/Sec,293.0,253.0,571.0,VIA Eden X2 U4200 @ 1.0+ GHz,,,,,,,
1807,AMD FX-4130 Quad-Core,AMD FX(tm)-4130 Quad-Core Processor,AM3+,3.8 GHz,3.9 GHz,4 (in 2 physical modules),,125 W,"L1: 320 KB, L2: 8.0 MB, L3: 4 MB",,AMD FX(tm)-4130 Quad-Core Processor,Q4 2012,133.62,2298,From submitted results to PerformanceTest V10 as of 31st of October 2023.,2663,1323,"9,463 MOps/Sec","4,819 MOps/Sec",13 Million Primes/Sec,"5,943 Thousand Strings/Sec",799.5 MBytes/Sec,"44,350 KBytes/Sec",257 Frames/Sec,"1,344 Million Matrices/Sec","1,323 MOps/Sec",1323.0,1344.0,4819.0,Desktop,,,,,,,
1775,Intel Core i5-3475S @ 2.90GHz,Intel(R) Core(TM) i5-3475S CPU @ 2.90GHz,LGA1155,2.9 GHz,3.6 GHz,4,4,65 W,"L1: 256 KB, L2: 1.0 MB,",,Intel(R) Core(TM) i5-3475S CPU @ 2.90GHz,Q1 2012,17.00,1760,From submitted results to PerformanceTest V10 as of 31st of October 2023.,4250,1836,"13,863 MOps/Sec","10,073 MOps/Sec",27 Million Primes/Sec,"8,310 Thousand Strings/Sec","1,042 MBytes/Sec","66,554 KBytes/Sec",362 Frames/Sec,"3,245 Million Matrices/Sec","1,836 MOps/Sec",1836.0,3245.0,10073.0,Desktop,,,,,,,
1836,Intel Celeron 807UE @ 1.00GHz,Intel(R) Celeron(R) CPU 807UE @ 1.00GHz,BGA-1023,1.0 GHz,,1,1,10 W,"L1: 256 KB, L2: 1.0 MB, L3: 1 MB",,Intel(R) Celeron(R) CPU 807UE @ 1.00GHz,Q1 2013,NA,4276,NA,241,421,"1,013 MOps/Sec",563 MOps/Sec,3 Million Primes/Sec,698 Thousand Strings/Sec,54.5 MBytes/Sec,"5,088 KBytes/Sec",48 Frames/Sec,157 Million Matrices/Sec,421 MOps/Sec,421.0,157.0,563.0,Laptop,,,,,,,
1829,Intel Core i3-3130M @ 2.60GHz,"Intel(R) Core(TM) i3-3130M CPU @ 2.60GHz, Intel Core i3-3130M CPU @ 2.60GHz",BGA1023,2.6 GHz,,2,4,35 W,"L1: 256 KB, L2: 1.0 MB,",,"Intel(R) Core(TM) i3-3130M CPU @ 2.60GHz, Intel Core i3-3130M CPU @ 2.60GHz",Q1 2013,NA,2723,NA,1900,1285,"7,963 MOps/Sec","4,036 MOps/Sec",12 Million Primes/Sec,"4,967 Thousand Strings/Sec",328.5 MBytes/Sec,"35,342 KBytes/Sec",235 Frames/Sec,"1,509 Million Matrices/Sec","1,285 MOps/Sec",1285.0,1509.0,4036.0,Laptop,,,,,,,
1803,Intel Celeron B830 @ 1.80GHz,"Intel(R) Celeron(R) CPU B830 @ 1.80GHz, Intel Celeron CPU B830 @ 1.80GHz",rPGA988B,1.8 GHz,,2,2,35 W,"L1: 256 KB, L2: 1.0 MB,",,"Intel(R) Celeron(R) CPU B830 @ 1.80GHz, Intel Celeron CPU B830 @ 1.80GHz",Q1 2012,16.77,3576,From submitted results to PerformanceTest V10 as of 31st of October 2023.,838,826,"3,368 MOps/Sec","1,818 MOps/Sec",7 Million Primes/Sec,"2,278 Thousand Strings/Sec",168.8 MBytes/Sec,"16,604 KBytes/Sec",127 Frames/Sec,515 Million Matrices/Sec,826 MOps/Sec,826.0,515.0,1818.0,Laptop,,,,,,,
1828,Intel Core i5-3437U @ 1.90GHz,Intel(R) Core(TM) i5-3437U CPU @ 1.90GHz,BGA1023,1.9 GHz,2.9 GHz,2,4,17 W,"L1: 256 KB, L2: 1.0 MB, L3: 3 MB",,Intel(R) Core(TM) i5-3437U CPU @ 1.90GHz,Q1 2013,NA,2475,NA,2322,1416,"7,879 MOps/Sec","4,011 MOps/Sec",12 Million Primes/Sec,"5,027 Thousand Strings/Sec",649.6 MBytes/Sec,"36,473 KBytes/Sec",233 Frames/Sec,"1,531 Million Matrices/Sec","1,416 MOps/Sec",1416.0,1531.0,4011.0,Laptop,,,,,,,
1780,AMD FX-8350 Eight-Core,AMD FX(tm)-8350 Eight-Core Processor,AM3+,4.0 GHz,4.2 GHz,8 (in 4 physical modules),,125 W,"L1: 640 KB, L2: 16.0 MB, L3: 8 MB",,AMD FX(tm)-8350 Eight-Core Processor,Q4 2012,54.78,1422,From submitted results to PerformanceTest V10 as of 31st of October 2023.,6040,1580,"41,645 MOps/Sec","10,975 MOps/Sec",30 Million Primes/Sec,"13,069 Thousand Strings/Sec","1,850 MBytes/Sec","104,711 KBytes/Sec",502 Frames/Sec,"2,573 Million Matrices/Sec","1,580 MOps/Sec",1580.0,2573.0,10975.0,Desktop,,,,,,,
1838,Intel Pentium G2020T @ 2.50GHz,Intel(R) Pentium(R) CPU G2020T @ 2.50GHz,FCLGA1155,2.5 GHz,,2,2,35 W,"L1: 256 KB, L2: 1.0 MB, L3: 3 MB",,Intel(R) Pentium(R) CPU G2020T @ 2.50GHz,Q1 2013,29.82,3049,From submitted results to PerformanceTest V10 as of 31st of October 2023.,1419,1298,"5,029 MOps/Sec","3,632 MOps/Sec",11 Million Primes/Sec,"3,115 Thousand Strings/Sec",295.0 MBytes/Sec,"24,740 KBytes/Sec",166 Frames/Sec,914 Million Matrices/Sec,"1,298 MOps/Sec",1298.0,914.0,3632.0,Desktop,,,,,,,
